Code matériel ;N° de série ;Catégorie ;Modèle ;Marque ;Statut ;Fin de garantie ;Localisation (dernier niveau) ;Entité (dernier niveau) ;Date inventaire ;Date d'installation ;Localisation (complet) ;Entité (complet) 
101924;TRF23402J0 ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101942;23X6579 ;Ecran ;"17 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102145;YLCN036320 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;A.B GUERDENE ;AG_B.GUERDANE ;;;A.T.B/*SUD/A.B GUERDENE ;AG/Z.SUD/AG_B.GUERDANE 
102146;YLCN036315 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;A.B GUERDENE ;AG_B.GUERDANE ;;;A.T.B/*SUD/A.B GUERDENE ;AG/Z.SUD/AG_B.GUERDANE 
102154;E66605J0J756558 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102157;800338J ;Imprimante Laser ;ML-3561ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102175;FOC1533X4H9 ;Switch ;2960S-48LPS-L ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102242;YK3F036460 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102252;YK3F036529 ;Ordinateurs de bureau ;ESPRIMO P5925 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102259;YLCN152432 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
102260;YV5S006368 ;Ecran ;E20T-6 LED   ;FUJUTSU ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
102261;YV5S006587 ;Ecran ;E20T-6 LED   ;FUJUTSU ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
102262;YLCN152511 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
102263;YV5S006569 ;Ecran ;E20T-6 LED   ;FUJUTSU ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
102264;YV5S006592 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102267;2C034650W ;Ordinateurs portable ;SATELLITE L755-1NQ ;Toshiba ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
102271;DG479426 ;Scanner Document ;DR 2580C ;CANON ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102273;52206935;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102273;52206953;Scanner Document ;ScanMate i940 ;KODAK ;En service ;;ETAGE 6 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 6 ;DIR/D.C.OPERATIONS 
102274;52206932;Scanner Document ;ScanMate i940 ;KODAK ;En service ;;ETAGE 2 ;D.C.RETAIL ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.RETAIL 
102278;J101353476 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102279;J101353484 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102282;J101353481 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102283;J101353485 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102284;J101352073 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102285;J101353502 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102286;J101352068 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;A.B KHALED ;AG_B.KHALLED ;;;A.T.B/*CAP BON/A.B KHALED ;AG/Z.CAP BON/AG_B.KHALLED 
102288;J101352074 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;A.B GUERDENE ;AG_B.GUERDANE ;;;A.T.B/*SUD/A.B GUERDENE ;AG/Z.SUD/AG_B.GUERDANE 
102290;J101353506 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102295;J101353487 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102296;J101353509 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102304;J101352081 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
102305;J101352067 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
102308;J101353475 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102311;J101352062 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102319;J101352065 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;A.B KHALED ;AG_B.KHALLED ;;;A.T.B/*CAP BON/A.B KHALED ;AG/Z.CAP BON/AG_B.KHALLED 
102322;J101352072 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102327;J101353498 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102329;J101353497 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102332;J101353486 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102334;J101352063 ;Imprimante de Validation ;Citic PB2a ;CITIC ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102346;G9J324860 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102347;FCZ1224732X ;Routeur ;2811;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102357;107641;Scanner Cheque ;LS515USB ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102359;107658;Scanner Cheque ;LS515USB ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102378;YV1F219067 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 6 ;DIR/D.C.OPERATIONS 
102380;YV1F022132 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 6 ;DIR/D.C.OPERATIONS 
102382;YV1F219049 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 6 ;DIR/D.C.OPERATIONS 
102384;YV1F219706 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 6 ;DIR/D.C.OPERATIONS 
102387;YV1F024511 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
102389;YV1F219039 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
102390;YV3H001120 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
102391;YV1F218916 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
102392;YV1F219050 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
102393;YV1F218937 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102394;YV1F023126 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
102395;YV1F219054 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
102396;YV1F219822 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
102399;YV1F024218 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
102400;YV1F218928 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 3 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 3 ;DIR/D.C.OPERATIONS 
102401;YV1F021442 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 6 ;DIR/D.C.OPERATIONS 
102403;YV1F219811 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 6 ;DIR/D.C.OPERATIONS 
102409;YV3H001110 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102410;YV1F219672 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102413;YV1F219024 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102414;YV1F219047 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102415;YV1F219082 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102416;YV1F219005 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102417;YV1F219009 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102419;YV1F219821 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
102422;YVF219022 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102424;YV11F218934 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102426;YV1F219013 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102432;YV1F219018 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
102438;YV1F219041 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
102439;YV1F218902 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
102457;YKRG032672 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102459;YKRG032629 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102473;YKRG032661 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102474;YKRG032546 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102477;YKRG032664 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102479;YKRG032595 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102479;YKRG032595 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102480;YKRG032618 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 6 ;DIR/D.C.OPERATIONS 
102488;YKRG032J71 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 5 ;D.C.TRESORIE ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.TRESORIE 
102492;YKRG032794 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102493;YKRG032602 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102494;YKRG032628 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102495;YKRG032619 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 4 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 4 ;DIR/D.C.COORP 
102496;YKRG032587 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102498;YKRG032610 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102501;YKRG032614 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102501;YKRG032614 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102539;YK3F036447 ;Ordinateurs de bureau ;ESPRIMO P3520 ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102544;YK3F036514 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102545;2Z21BKDL302848A ;Imprimante Laser ;ML-2251N ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102549;G36E213843 ;Imprimante Ligne ;6306;TALLY ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102571;102571;Scanner Cheque ;LS510 ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102575;102575;Scanner Cheque ;LS510 ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
102606;YKRG02Y042 ;Ordinateurs de bureau ;ESPRIMO P3520 ;SIEMENS ;En service ;;ETAGE 2 ;D.C.CONT FIN ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.CONT FIN 
102607;E66603G9J324900 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
102617;YK3F036515 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;A.BAB SOUIKA ;AG_BAB SOUIKA ;;;A.T.B/*T.CENTRE/A.BAB SOUIKA ;AG/Z.T.CENTRE/AG_BAB SOUIKA 
102702;199942J ;Ordinateurs de bureau ;OPTIPLEX GX620 ;DELL ;En service ;;A.B KHALED ;AG_B.KHALLED ;;;A.T.B/*CAP BON/A.B KHALED ;AG/Z.CAP BON/AG_B.KHALLED 
102703;F7J165535 ;Imprimante Laser Couleur ;HL4050CDN ;BROTHER ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
102723;E58741948 ;Imprimante Matricielle ;M-4318 ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
103020;103020;Scanner Cheque ;LS515 ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
103023;103023;Scanner Cheque ;LS515 ;CTS ;En service ;;A.BEJA ;AG_BEJA ;;;A.T.B/*BEJA/A.BEJA ;AG/Z.BEJA/AG_BEJA 
103025;103025;Scanner Cheque ;LS515 ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
103039;103039;Scanner Cheque ;LS515 ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104723;104723;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104724;104724;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104727;104727;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104729;104729;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104731;104731;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104735;104735;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104736;104736;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104739;104739;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104742;104742;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104743;104743;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104745;104745;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104747;104747;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104750;104750;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
104752;104752;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
